0,353
0,36
1,410
1,536
2,127
2,157
3,240
3,161
4,560
4,501
5,666
5,453
6,19
6,511
7,644
7,666
8,119
8,161
9,302
9,410
10,212
10,127
11,511
11,251
12,224
12,431
13,649
13,212
14,157
14,84
15,177
15,119
16,658
16,685
17,560
17,703
18,531
18,574
19,119
19,157
20,100
20,127
21,610
21,57
22,187
22,647
23,73
23,429
24,138
24,306
25,496
25,119
26,251
26,410
27,146
27,630
28,647
28,302
29,73
29,307
30,93
30,555
31,302
31,161
32,243
32,161
33,647
33,709
34,531
34,638
35,240
35,223
36,240
36,601
37,115
37,624
38,453
38,555
39,18
39,302
40,289
40,640
41,118
41,127
42,649
42,302
43,240
43,612
44,615
44,344
45,167
45,87
46,127
46,453
47,574
47,561
48,161
48,676
49,161
49,453
50,560
50,453
51,568
51,240
52,302
52,531
53,410
53,251
54,410
54,536
55,127
55,251
56,644
56,560
57,485
57,518
58,240
58,537
59,251
59,410
60,302
60,251
61,224
61,505
62,649
62,601
63,212
63,536
64,593
64,385
65,647
65,127
66,289
66,453
67,161
67,410
68,630
68,240
69,410
69,453
70,630
70,649
71,685
71,16
72,647
72,501
73,19
73,541
74,18
74,446
75,161
75,289
76,289
76,127
77,251
77,511
78,161
78,302
79,630
79,647
80,240
80,601
81,161
81,302
82,127
82,531
83,19
83,161
84,161
84,93
85,289
85,224
86,240
86,649
87,289
87,536
88,200
88,685
89,725
89,302
90,167
90,60
91,514
91,604
92,647
92,524
93,555
93,647
94,93
94,518
95,161
95,127
96,580
96,537
97,119
97,240
98,302
98,519
99,240
99,235
100,453
100,157
101,127
101,161
102,601
102,647
103,212
103,51
104,647
104,161
105,127
105,453
106,453
106,519
107,127
107,212
108,115
108,179
109,107
109,616
110,612
110,630
111,703
111,257
112,183
112,18
113,18
113,26
114,439
114,119
115,127
115,161
116,519
116,531
117,555
117,339
118,457
118,677
119,555
119,536
120,647
120,284
121,88
121,92
122,519
122,18
123,106
123,115
124,265
124,259
125,183
125,704
126,531
126,704
127,704
127,161
128,240
128,561
129,453
129,560
130,649
130,243
131,161
131,257
132,183
132,177
133,601
133,644
134,211
134,212
135,18
135,410
136,100
136,537
137,212
137,240
138,157
138,531
139,647
139,127
140,647
140,127
141,212
141,624
142,200
142,251
143,704
143,251
144,240
144,560
145,552
145,593
146,19
146,212
147,410
147,302
148,647
148,594
149,302
149,100
200,486
200,521
201,32
201,64
202,75
202,3
203,18
203,26
204,689
204,47
205,77
205,604
206,60
206,65
207,181
207,44
208,92
208,614
209,26
209,316
210,161
210,26
211,157
211,16
212,177
212,420
213,127
213,161
214,240
214,601
215,152
215,405
216,704
216,560
217,161
217,302
218,212
218,647
219,59
219,171
220,187
220,127
221,238
221,243
222,411
222,623
223,89
223,65
224,80
224,524
225,127
225,485
226,161
226,212
227,305
227,240
228,601
228,676
229,73
229,60
230,38
230,289
231,19
231,93
232,486
232,524
233,676
233,157
234,93
234,224
235,704
235,410
236,161
236,302
237,601
237,647
238,157
238,725
239,38
239,704
240,164
240,432
241,161
241,555
242,704
242,431
243,519
243,531
244,647
244,343
245,453
245,410
246,531
246,555
247,19
247,640
248,240
248,157
249,647
249,410
1000, 1353
1000, 1036
1001, 1410
1001, 1536
1002, 1127
1002, 1157
1003, 1240
1003, 1161
1004, 1560
1004, 1501
1005, 1666
1005, 1453
1006, 1019
1006, 1511
1007, 1644
1007, 1666
1008, 1119
1008, 1161
1009, 1302
1009, 1410
1010, 1212
1010, 1127
1011, 1511
1011, 1251
1012, 1224
1012, 1431
1013, 1649
1013, 1212
1014, 1157
1014, 1084
1015, 1177
1015, 1119
1016, 1658
1016, 1685
1017, 1560
1017, 1703
1018, 1531
1018, 1574
1019, 1119
1019, 1157
1020, 1100
1020, 1127
1021, 1610
1021, 1057
1022, 1187
1022, 1647
1023, 1073
1023, 1429
1024, 1138
1024, 1306
1025, 1496
1025, 1119
1026, 1251
1026, 1410
1027, 1146
1027, 1630
1028, 1647
1028, 1302
1029, 1073
1029, 1307
1030, 1093
1030, 1555
1031, 1302
1031, 1161
1032, 1243
1032, 1161
1033, 1647
1033, 1709
1034, 1531
1034, 1638
1035, 1240
1035, 1223
1036, 1240
1036, 1601
1037, 1115
1037, 1624
1038, 1453
