0,172
0,656
1,300
1,178
1,242
2,276
2,608
3,5
3,422
3,427
3,373
4,444
4,683
4,402
4,409
5,606
5,345
5,219
5,286
5,171
5,47
5,86
6,218
6,356
6,592
6,387
6,342
6,700
6,641
8,576
8,461
8,261
8,200
9,244
11,675
11,387
11,369
11,659
12,265
13,219
13,382
13,0
14,165
15,612
15,703
15,100
16,396
16,304
16,727
16,569
16,11
17,10
17,215
17,513
17,80
17,234
17,641
17,381
17,116
17,321
18,338
18,331
18,688
18,96
19,86
19,694
19,551
20,165
20,328
20,680
20,579
20,266
20,697
21,305
23,27
24,63
24,703
24,704
25,342
25,148
28,288
28,745
28,318
29,368
30,503
31,134
31,46
32,392
32,441
32,462
33,641
34,748
34,578
36,45
37,46
37,604
37,570
38,551
38,369
38,742
38,323
39,674
39,729
39,244
39,130
39,671
39,672
41,275
41,296
41,256
42,143
42,372
42,674
44,115
44,564
45,335
45,685
46,394
47,382
47,650
47,736
47,355
48,59
49,210
49,190
49,694
49,404
49,315
49,551
51,663
51,11
51,108
52,672
52,402
54,300
55,86
56,597
57,253
57,627
57,660
58,396
58,481
59,592
59,331
59,665
59,318
60,135
60,84
60,340
61,137
62,442
64,279
65,307
66,627
69,242
69,178
69,150
69,154
70,382
70,0
70,442
71,29
72,382
72,252
72,355
73,407
74,736
74,311
74,728
74,382
74,114
75,737
76,737
77,482
77,40
78,662
79,694
79,210
79,551
80,699
80,379
82,10
83,461
83,121
84,193
84,654
85,607
85,121
85,414
86,195
86,705
87,192
87,171
89,99
91,656
92,461
92,121
94,172
94,180
95,576
95,261
95,200
96,321
96,310
96,215
96,285
96,620
96,462
96,377
97,378
97,233
97,435
97,346
98,46
98,462
98,620
98,290
98,670
98,285
98,441
98,746
99,396
99,313
100,400
100,450
101,86
102,734
104,275
104,296
104,256
105,234
105,310
105,381
106,500
106,87
107,276
107,461
108,63
109,320
109,353
109,458
109,527
109,203
109,484
109,523
109,474
110,37
110,675
110,104
110,641
111,641
111,272
111,418
112,291
112,137
112,692
113,627
113,617
113,426
114,475
114,464
114,478
114,265
116,122
117,694
117,403
117,369
117,659
118,568
119,101
119,613
119,551
119,657
120,355
120,114
120,193
120,382
121,636
122,303
122,372
122,244
123,289
124,551
124,210
124,694
125,671
126,748
126,6
126,261
126,466
127,701
128,272
129,660
129,627
129,589
129,357
129,479
130,248
132,624
133,315
133,404
133,246
134,499
134,350
134,428
135,576
135,261
135,200
136,271
136,738
136,213
137,499
137,613
137,551
137,369
137,613
137,742
137,350
138,263
138,250
138,256
139,442
139,219
140,372
142,221
143,379
144,313
144,64
144,108
145,0
147,615
147,158
148,737
149,72
150,416
150,90
151,576
152,141
152,88
153,442
153,20
153,472
154,217
156,170
156,584
157,382
157,423
157,193
157,728
157,654
157,736
157,114
158,671
158,674
158,130
158,581
159,229
161,193
161,114
161,342
161,244
161,671
162,643
162,292
163,351
163,660
163,627
163,589
164,81
164,724
164,449
166,100
167,510
168,499
168,350
169,223
170,411
170,737
170,205
170,423
170,416
171,576
172,479
172,357
173,429
174,129
174,157
174,670
175,99
176,56
177,206
177,641
179,706
179,599
179,569
180,244
181,745
184,338
184,331
184,80
184,214
186,421
187,705
188,382
188,650
189,118
189,117
189,678
190,477
190,687
190,429
191,688
191,706
191,444
191,11
192,17
193,479
194,378
194,628
195,76
196,130
196,674
196,392
198,599
198,395
199,434
199,484
199,124
199,523
199,371
201,593
201,55
201,575
201,555
203,746
203,462
203,620
204,527
205,645
207,284
209,243
211,67
212,100
212,63
212,704
213,174
214,603
214,682
214,618
214,668
216,31
216,9
220,42
221,520
223,685
223,703
226,121
227,382
227,333
228,412
228,174
228,195
229,316
230,675
230,183
231,412
231,174
231,535
232,19
234,665
234,743
234,709
235,14
237,444
237,569
237,371
237,727
238,297
239,727
240,527
240,458
241,37
241,417
244,97
244,139
244,31
245,139
246,249
247,143
247,244
247,524
249,327
249,650
